URL,title,details
/Movie Scripts/Jason X Script.html,Jason X Script.,"{'writers': ['Todd Farmer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Horror', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Jaws Script.html,Jaws Script.,"{'writers': ['Peter Benchley', 'Carl Gottlieb'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Horror', 'Thriller'], 'script_date': 'December 1975', 'release_date': None}"
/Movie Scripts/Jaws 2 Script.html,Jaws 2 Script.,"{'writers': ['Carl Gottlieb', 'Howard Sackler'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller', 'Adventure'], 'script_date': 'December 1978', 'release_date': None}"
/Movie Scripts/Jay and Silent Bob Strike Back Script.html,Jay and Silent Bob Strike Back Script.,"{'writers': ['Kevin Smith'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Comedy'], 'script_date': 'January 2001', 'release_date': None}"
/Movie Scripts/Jennifer Eight Script.html,Jennifer Eight Script.,"{'writers': ['Bruce Robinson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller', 'Mystery'], 'script_date': 'June 1991', 'release_date': 'November 1992'}"
/Movie Scripts/Jennifer's Body Script.html,Jennifer's Body Script.,"{'writers': ['Diablo Cody'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Thriller'], 'script_date': 'September 2007', 'release_date': 'September 2009'}"
/Movie Scripts/Jerry Maguire Script.html,Jerry Maguire Script.,"{'writers': ['Cameron Crowe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Jeux Interdits Script.html,Jeux Interdits Script.,"{'writers': ['Jean Aurenche', 'Pierre Bost', 'Fran�ois Boyer', 'Ren� Cl�ment'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'War'], 'script_date': None, 'release_date': 'December 1952'}"
/Movie Scripts/JFK Script.html,JFK Script.,"{'writers': ['Jim Marrs', 'Jim Garrison', 'Oliver Stone', 'Zachary Sklar'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'December 1991', 'release_date': None}"
/Movie Scripts/Jimmy and Judy Script.html,Jimmy and Judy Script.,"{'writers': ['Randall Rubin', 'Jon Schroder'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action'], 'script_date': 'August 2004', 'release_date': None}"
/Movie Scripts/John Q Script.html,John Q Script.,"{'writers': ['James Kearns'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/John Wick Script.html,John Wick Script.,"{'writers': ['Derek Kolstad'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Thriller'], 'script_date': None, 'release_date': 'October 2014'}"
/Movie Scripts/John Wick: Chapter 4 Script.html,John Wick: Chapter 4 Script.,"{'writers': ['Shay Hatten', 'Michael Finch', 'Derek Kolstad'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Thriller'], 'script_date': 'January 2022', 'release_date': 'March 2023'}"
/Movie Scripts/Jojo Rabbit Script.html,Jojo Rabbit Script.,"{'writers': ['Christine Leunens', 'Taika Waititi'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'War'], 'script_date': 'March 2012', 'release_date': 'September 2019'}"
/Movie Scripts/Joker Script.html,Joker Script.,"{'writers': ['Todd Phillips', 'Scott Silver'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'April 2018', 'release_date': 'October 2019'}"
/Movie Scripts/Judge Dredd Script.html,Judge Dredd Script.,"{'writers': ['Steven E. de Souza'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Sci-Fi'], 'script_date': 'March 1994', 'release_date': 'June 1995'}"
/Movie Scripts/Juno Script.html,Juno Script.,"{'writers': ['Diablo Cody'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'February 2007', 'release_date': 'December 2007'}"
/Movie Scripts/Jurassic Park Script.html,Jurassic Park Script.,"{'writers': ['David Koepp'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller'], 'script_date': 'December 1992', 'release_date': None}"
/Movie Scripts/Jurassic Park III Script.html,Jurassic Park III Script.,"{'writers': ['Peter Buchman', 'Alexander Payne', 'John August', 'Jim Taylor'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Jurassic Park: The Lost World Script.html,Jurassic Park: The Lost World Script.,"{'writers': ['David Koepp'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Kafka Script.html,Kafka Script.,"{'writers': ['Lem Dobbs'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Kalifornia Script.html,Kalifornia Script.,"{'writers': ['Tim Metcalfe'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Kate %2526 Leopold Script.html,Kate %2526 Leopold Script.,"{'writers': ['James Mangold', 'Steven Rogers'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Romance', 'Fantasy', 'Comedy'], 'script_date': 'December 2001', 'release_date': None}"
/Movie Scripts/Kids Script.html,Kids Script.,"{'writers': ['Larry Clark', 'Harmony Korine'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'July 1995'}"
"/Movie Scripts/Kids Are All Right, The Script.html","Kids Are All Right, The Script.","{'writers': ['Lisa Cholodenko', 'Stuart Blumberg'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': 'August 2009', 'release_date': 'July 2010'}"
/Movie Scripts/Kill Bill Volume 1 %2526 2 Script.html,Kill Bill Volume 1 %2526 2 Script.,"{'writers': ['Quentin Tarantino'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Kill Your Darlings Script.html,Kill Your Darlings Script.,"{'writers': ['John Krokidas', 'Austin Bunn'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'December 2013'}"
"/Movie Scripts/Killer, The Script.html","Killer, The Script.","{'writers': ['Andrew Kevin Walker'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Thriller', 'Mystery', 'Crime'], 'script_date': 'October 2022', 'release_date': 'October 2023'}"
/Movie Scripts/Killers of the Flower Moon Script.html,Killers of the Flower Moon Script.,"{'writers': ['Eric Roth', 'Martin Scorsese', 'David Grann'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'History'], 'script_date': 'August 2022', 'release_date': 'October 2023'}"
/Movie Scripts/Killing Zoe Script.html,Killing Zoe Script.,"{'writers': ['Roger Avary'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/King Kong Script.html,King Kong Script.,"{'writers': ['Fran Walsh', 'Philippa Boyens', 'Peter Jackson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': 'December 2005'}"
"/Movie Scripts/King of Comedy, The Script.html","King of Comedy, The Script.","{'writers': ['Paul D. Zimmerman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime', 'Drama'], 'script_date': 'December 1976', 'release_date': None}"
"/Movie Scripts/King's Speech, The Script.html","King's Speech, The Script.","{'writers': ['David Seidler'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'December 2010'}"
"/Movie Scripts/Kingdom, The Script.html","Kingdom, The Script.","{'writers': ['Matthew Michael Carnahan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Thriller'], 'script_date': 'August 2006', 'release_date': 'September 2007'}"
/Movie Scripts/Kiss of the Spider Woman Script.html,Kiss of the Spider Woman Script.,"{'writers': ['Leonard Schrader'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'October 1982', 'release_date': None}"
/Movie Scripts/Klute Script.html,Klute Script.,"{'writers': ['Andy Lewis', 'David Lewis'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Mystery', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Knocked Up Script.html,Knocked Up Script.,"{'writers': ['Judd Apatow'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'June 2007'}"
/Movie Scripts/Kramer vs Kramer Script.html,Kramer vs Kramer Script.,"{'writers': ['Robert Benton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'December 1979', 'release_date': None}"
/Movie Scripts/Kundun Script.html,Kundun Script.,"{'writers': ['Melissa Mathison'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'October 1992', 'release_date': None}"
/Movie Scripts/Kung Fu Panda Script.html,Kung Fu Panda Script.,"{'writers': ['Jonathan Aibel', 'Glenn Berger'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Action', 'Comedy', 'Family'], 'script_date': None, 'release_date': 'June 2008'}"
/Movie Scripts/L.A. Confidential Script.html,L.A. Confidential Script.,"{'writers': ['Brian Helgeland'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'November 1995', 'release_date': None}"
/Movie Scripts/La La Land Script.html,La La Land Script.,"{'writers': ['Damien Chazelle'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Musical'], 'script_date': None, 'release_date': 'December 2016'}"
/Movie Scripts/Labor of Love Script.html,Labor of Love Script.,"{'writers': ['M. Night Shyamalan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Labyrinth Script.html,Labyrinth Script.,"{'writers': ['Dennis Lee', 'Jim Henson', 'Terry Jones', 'Elaine May'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Family', 'Fantasy', 'Adventure', 'Musical'], 'script_date': 'December 1986', 'release_date': None}"
"/Movie Scripts/Ladykillers, The Script.html","Ladykillers, The Script.","{'writers': ['William Rose', 'Joel Coen', 'Ethan Coen'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': None, 'release_date': 'March 2004'}"
/Movie Scripts/Lake Placid Script.html,Lake Placid Script.,"{'writers': ['David E Kelley'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Horror', 'Thriller'], 'script_date': 'May 1998', 'release_date': 'July 1999'}"
/Movie Scripts/Land of the Dead Script.html,Land of the Dead Script.,"{'writers': ['George A. Romero'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Horror', 'Thriller'], 'script_date': 'August 2004', 'release_date': 'June 2005'}"
/Movie Scripts/Larry Crowne Script.html,Larry Crowne Script.,"{'writers': ['Tom Hanks'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama', 'Romance'], 'script_date': 'November 2009', 'release_date': 'July 2011'}"
"/Movie Scripts/Last Boy Scout, The Script.html","Last Boy Scout, The Script.","{'writers': ['Shane Black'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Last Chance Harvey Script.html,Last Chance Harvey Script.,"{'writers': ['Joel Hopkins'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': None, 'release_date': 'January 2009'}"
"/Movie Scripts/Last Flight, The Script.html","Last Flight, The Script.","{'writers': ['John Monk Saunders'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'August 1931'}"
